session_id,station_id,vehicle_id,start_time,end_time,energy_kwh,cost
973,ST004,V138,2025-04-07 23:13:00,2025-04-08 01:02:00,10.82,162.3
974,ST005,V174,2025-04-06 09:17:00,2025-04-06 10:48:00,24.56,368.4
975,ST001,V181,2025-04-09 02:46:00,2025-04-09 04:36:00,18.62,279.3
976,ST003,V060,2025-04-09 17:32:00,2025-04-09 19:12:00,23.72,355.8
977,ST004,V092,2025-04-06 00:43:00,2025-04-06 01:15:00,15.51,232.65
978,ST001,V001,2025-04-02 20:34:00,2025-04-02 21:40:00,18.73,280.95
979,ST004,V103,2025-04-04 14:15:00,2025-04-04 16:03:00,11.51,172.65
980,ST002,V018,2025-04-04 03:06:00,2025-04-04 04:05:00,15.94,239.1
981,ST001,V179,2025-04-10 12:25:00,2025-04-10 13:44:00,24.6,369.0
982,ST003,V035,2025-04-01 13:59:00,2025-04-01 14:57:00,17.97,269.55
983,ST004,V080,2025-04-07 00:16:00,2025-04-07 01:08:00,20.6,309.0
984,ST004,V139,2025-04-08 13:07:00,2025-04-08 13:57:00,13.04,195.6
985,ST004,V159,2025-04-10 05:35:00,2025-04-10 07:16:00,17.41,261.15
986,ST001,V081,2025-04-07 08:15:00,2025-04-07 09:59:00,20.79,311.85
987,ST004,V035,2025-04-06 20:01:00,2025-04-06 20:51:00,18.62,279.3
988,ST004,V110,2025-04-05 04:25:00,2025-04-05 05:41:00,17.69,265.35
989,ST005,V126,2025-04-02 16:03:00,2025-04-02 16:34:00,17.42,261.3
990,ST001,V010,2025-04-04 01:06:00,2025-04-04 01:49:00,11.55,173.25
991,ST005,V164,2025-04-06 12:09:00,2025-04-06 13:10:00,14.19,212.85
992,ST003,V160,2025-04-01 16:54:00,2025-04-01 18:22:00,10.27,154.05
993,ST005,V010,2025-04-03 20:33:00,2025-04-03 21:24:00,21.05,315.75
994,ST001,V094,2025-04-10 02:05:00,2025-04-10 02:42:00,14.56,218.4
995,ST002,V123,2025-04-04 03:23:00,2025-04-04 04:19:00,12.4,186.0
996,ST005,V107,2025-04-08 04:08:00,2025-04-08 05:38:00,22.79,341.85
997,ST004,V133,2025-04-03 20:06:00,2025-04-03 21:00:00,12.42,186.3
998,ST002,V073,2025-04-09 13:34:00,2025-04-09 15:14:00,18.82,282.3
999,ST005,V008,2025-04-09 19:00:00,2025-04-09 20:04:00,21.39,320.85
1000,ST005,V147,2025-04-05 10:36:00,2025-04-05 12:20:00,13.77,206.55
1001,ST002,V174,2025-04-01 08:48:00,2025-04-01 10:12:00,22.44,336.6
1002,ST004,V185,2025-04-06 23:51:00,2025-04-07 01:25:00,19.05,285.75
1003,ST004,V047,2025-04-06 06:45:00,2025-04-06 07:27:00,16.18,242.7
1004,ST002,V117,2025-04-07 20:32:00,2025-04-07 21:37:00,24.12,361.8
1005,ST004,V079,2025-04-01 17:14:00,2025-04-01 19:05:00,11.55,173.25
1006,ST003,V125,2025-04-09 09:21:00,2025-04-09 10:09:00,11.17,167.55
1007,ST002,V044,2025-04-06 00:35:00,2025-04-06 01:42:00,10.48,157.2
1008,ST003,V070,2025-04-06 03:20:00,2025-04-06 04:37:00,18.47,277.05
1009,ST003,V176,2025-04-07 17:56:00,2025-04-07 19:03:00,19.78,296.7
1010,ST005,V130,2025-04-08 23:13:00,2025-04-09 01:05:00,23.08,346.2
1011,ST002,V046,2025-04-05 20:08:00,2025-04-05 21:40:00,20.56,308.4
1012,ST005,V007,2025-04-08 14:47:00,2025-04-08 15:30:00,14.56,218.4
1013,ST004,V002,2025-04-06 15:18:00,2025-04-06 15:48:00,21.47,322.05
1014,ST002,V178,2025-04-05 15:10:00,2025-04-05 17:03:00,15.7,235.5
1015,ST004,V167,2025-04-05 22:23:00,2025-04-05 23:32:00,15.05,225.75
1016,ST002,V154,2025-04-06 06:33:00,2025-04-06 08:11:00,21.83,327.45
1017,ST005,V058,2025-04-06 10:27:00,2025-04-06 12:22:00,22.56,338.4
1018,ST002,V020,2025-04-01 12:16:00,2025-04-01 13:34:00,15.74,236.1
1019,ST001,V023,2025-04-04 20:53:00,2025-04-04 22:49:00,24.92,373.8
1020,ST004,V057,2025-04-06 09:59:00,2025-04-06 10:56:00,22.48,337.2
1021,ST002,V037,2025-04-10 21:42:00,2025-04-10 22:53:00,20.52,307.8
1022,ST002,V199,2025-04-04 20:23:00,2025-04-04 22:04:00,22.21,333.15
1023,ST001,V180,2025-04-06 11:20:00,2025-04-06 12:13:00,11.72,175.8
1024,ST003,V043,2025-04-04 01:37:00,2025-04-04 02:50:00,23.66,354.9
1025,ST002,V079,2025-04-04 13:59:00,2025-04-04 15:11:00,17.82,267.3
1026,ST002,V025,2025-04-08 10:57:00,2025-04-08 12:10:00,18.78,281.7
1027,ST005,V094,2025-04-01 13:27:00,2025-04-01 14:03:00,23.79,356.85
1028,ST004,V028,2025-04-08 12:06:00,2025-04-08 13:02:00,21.04,315.6
1029,ST005,V059,2025-04-04 19:12:00,2025-04-04 20:53:00,18.99,284.85
1030,ST001,V183,2025-04-03 07:49:00,2025-04-03 09:40:00,23.02,345.3
1031,ST001,V178,2025-04-08 08:27:00,2025-04-08 09:51:00,14.55,218.25
1032,ST003,V160,2025-04-02 15:18:00,2025-04-02 17:04:00,23.27,349.05
1033,ST005,V134,2025-04-08 22:43:00,2025-04-09 00:32:00,22.04,330.6
1034,ST004,V089,2025-04-08 17:32:00,2025-04-08 19:11:00,12.35,185.25
1035,ST004,V181,2025-04-04 21:02:00,2025-04-04 22:02:00,10.93,163.95
1036,ST003,V019,2025-04-09 13:58:00,2025-04-09 14:49:00,13.1,196.5
1037,ST003,V006,2025-04-05 17:57:00,2025-04-05 18:36:00,16.75,251.25
1038,ST004,V108,2025-04-03 11:10:00,2025-04-03 11:50:00,10.88,163.2
1039,ST003,V025,2025-04-08 09:46:00,2025-04-08 11:25:00,13.76,206.4
1040,ST004,V042,2025-04-08 23:20:00,2025-04-09 00:41:00,10.72,160.8
1041,ST004,V100,2025-04-03 20:59:00,2025-04-03 21:29:00,15.49,232.35
1042,ST002,V191,2025-04-05 01:44:00,2025-04-05 02:19:00,14.28,214.2
1043,ST002,V018,2025-04-07 14:25:00,2025-04-07 15:50:00,12.33,184.95
1044,ST005,V113,2025-04-06 00:44:00,2025-04-06 02:05:00,16.27,244.05
1045,ST002,V141,2025-04-07 17:52:00,2025-04-07 19:07:00,12.44,186.6
1046,ST001,V028,2025-04-07 07:32:00,2025-04-07 09:22:00,24.9,373.5
1047,ST005,V174,2025-04-09 12:18:00,2025-04-09 13:03:00,12.31,184.65
1048,ST001,V194,2025-04-09 00:26:00,2025-04-09 02:01:00,10.03,150.45
1049,ST005,V049,2025-04-01 04:29:00,2025-04-01 05:43:00,24.41,366.15
1050,ST005,V179,2025-04-04 02:06:00,2025-04-04 03:51:00,24.11,361.65
1051,ST004,V011,2025-04-06 06:24:00,2025-04-06 07:38:00,12.01,180.15
1052,ST003,V187,2025-04-10 00:56:00,2025-04-10 02:55:00,10.78,161.7
1053,ST002,V076,2025-04-05 06:40:00,2025-04-05 08:29:00,20.87,313.05
1054,ST003,V111,2025-04-07 00:50:00,2025-04-07 01:34:00,14.63,219.45
1055,ST003,V040,2025-04-10 01:09:00,2025-04-10 02:01:00,16.98,254.7
1056,ST004,V185,2025-04-09 22:19:00,2025-04-09 22:58:00,17.74,266.1
1057,ST002,V198,2025-04-05 14:46:00,2025-04-05 16:07:00,24.8,372.0
1058,ST005,V108,2025-04-04 20:19:00,2025-04-04 22:16:00,22.35,335.25
1059,ST005,V119,2025-04-09 22:57:00,2025-04-09 23:52:00,17.31,259.65
1060,ST001,V055,2025-04-09 02:23:00,2025-04-09 04:02:00,10.6,159.0
1061,ST005,V006,2025-04-03 23:49:00,2025-04-04 01:46:00,20.23,303.45
1062,ST003,V007,2025-04-10 12:27:00,2025-04-10 13:11:00,16.18,242.7
1063,ST001,V195,2025-04-07 17:44:00,2025-04-07 19:39:00,14.09,211.35
1064,ST003,V123,2025-04-05 22:46:00,2025-04-06 00:29:00,18.31,274.65
1065,ST002,V184,2025-04-10 20:08:00,2025-04-10 21:55:00,21.06,315.9
1066,ST003,V055,2025-04-04 09:30:00,2025-04-04 11:08:00,12.23,183.45
1067,ST004,V174,2025-04-06 00:57:00,2025-04-06 02:16:00,14.46,216.9
1068,ST001,V145,2025-04-03 13:43:00,2025-04-03 14:45:00,21.48,322.2
1069,ST001,V133,2025-04-01 11:39:00,2025-04-01 12:09:00,17.82,267.3
1070,ST002,V010,2025-04-03 17:44:00,2025-04-03 18:41:00,24.37,365.55
1071,ST003,V121,2025-04-07 21:31:00,2025-04-07 23:14:00,16.41,246.15
1072,ST003,V093,2025-04-07 18:31:00,2025-04-07 20:02:00,10.86,162.9
1073,ST004,V135,2025-04-09 09:58:00,2025-04-09 10:52:00,23.87,358.05
1074,ST001,V012,2025-04-06 07:33:00,2025-04-06 08:48:00,19.22,288.3
1075,ST003,V178,2025-04-02 05:27:00,2025-04-02 06:40:00,16.12,241.8
1076,ST001,V106,2025-04-07 15:37:00,2025-04-07 17:04:00,16.69,250.35
1077,ST004,V074,2025-04-10 01:08:00,2025-04-10 02:32:00,17.47,262.05
1078,ST002,V111,2025-04-09 21:04:00,2025-04-09 21:36:00,20.63,309.45
1079,ST002,V107,2025-04-05 16:41:00,2025-04-05 18:16:00,16.17,242.55
1080,ST001,V100,2025-04-03 11:48:00,2025-04-03 12:52:00,18.94,284.1
1081,ST002,V163,2025-04-02 15:25:00,2025-04-02 16:16:00,22.43,336.45
1082,ST005,V046,2025-04-06 08:32:00,2025-04-06 09:36:00,11.2,168.0
1083,ST001,V061,2025-04-10 23:09:00,2025-04-11 01:07:00,24.03,360.45
1084,ST002,V085,2025-04-07 08:57:00,2025-04-07 09:54:00,21.46,321.9
1085,ST005,V035,2025-04-09 21:24:00,2025-04-09 23:08:00,13.13,196.95
1086,ST004,V187,2025-04-06 09:07:00,2025-04-06 09:54:00,24.58,368.7
1087,ST001,V146,2025-04-09 00:02:00,2025-04-09 01:59:00,19.84,297.6
1088,ST003,V124,2025-04-05 20:20:00,2025-04-05 21:08:00,20.34,305.1
1089,ST005,V080,2025-04-03 20:40:00,2025-04-03 22:18:00,12.17,182.55
1090,ST001,V098,2025-04-02 13:11:00,2025-04-02 13:59:00,23.46,351.9
1091,ST001,V190,2025-04-10 03:33:00,2025-04-10 04:19:00,11.97,179.55
1092,ST005,V189,2025-04-03 19:14:00,2025-04-03 20:28:00,21.69,325.35
1093,ST002,V102,2025-04-01 10:50:00,2025-04-01 11:44:00,18.02,270.3
1094,ST001,V116,2025-04-05 18:36:00,2025-04-05 20:22:00,19.85,297.75
1095,ST005,V002,2025-04-01 18:24:00,2025-04-01 20:16:00,13.78,206.7
1096,ST001,V023,2025-04-05 03:00:00,2025-04-05 03:51:00,24.44,366.6
1097,ST001,V106,2025-04-02 09:49:00,2025-04-02 11:34:00,12.52,187.8
1098,ST002,V062,2025-04-07 03:54:00,2025-04-07 05:13:00,22.4,336.0
1099,ST002,V187,2025-04-09 06:48:00,2025-04-09 08:35:00,15.72,235.8
1100,ST001,V074,2025-04-07 19:46:00,2025-04-07 20:53:00,24.93,373.95
1101,ST003,V086,2025-04-09 08:54:00,2025-04-09 09:56:00,24.34,365.1
1102,ST001,V043,2025-04-10 20:11:00,2025-04-10 21:23:00,13.7,205.5
1103,ST002,V070,2025-04-09 14:33:00,2025-04-09 15:24:00,19.14,287.1
1104,ST005,V186,2025-04-06 02:51:00,2025-04-06 03:54:00,17.27,259.05
1105,ST002,V197,2025-04-10 12:01:00,2025-04-10 12:55:00,16.37,245.55
1106,ST002,V178,2025-04-04 15:27:00,2025-04-04 16:27:00,15.46,231.9
1107,ST005,V076,2025-04-01 08:40:00,2025-04-01 09:24:00,15.16,227.4
1108,ST004,V142,2025-04-07 05:19:00,2025-04-07 05:51:00,16.29,244.35
1109,ST005,V069,2025-04-06 12:30:00,2025-04-06 14:04:00,12.51,187.65
1110,ST003,V069,2025-04-02 09:28:00,2025-04-02 11:03:00,15.7,235.5
1111,ST005,V144,2025-04-06 12:13:00,2025-04-06 14:03:00,10.39,155.85
1112,ST002,V078,2025-04-02 05:48:00,2025-04-02 07:25:00,20.52,307.8
1113,ST003,V105,2025-04-10 16:21:00,2025-04-10 17:26:00,17.62,264.3
1114,ST001,V126,2025-04-01 19:21:00,2025-04-01 20:30:00,20.92,313.8
1115,ST002,V108,2025-04-01 05:42:00,2025-04-01 06:23:00,11.36,170.4
1116,ST004,V174,2025-04-02 15:51:00,2025-04-02 17:49:00,15.71,235.65
1117,ST005,V091,2025-04-06 02:16:00,2025-04-06 02:53:00,23.52,352.8
1118,ST003,V160,2025-04-10 02:59:00,2025-04-10 04:13:00,14.38,215.7
1119,ST005,V154,2025-04-10 14:26:00,2025-04-10 15:20:00,21.38,320.7
1120,ST003,V068,2025-04-10 20:50:00,2025-04-10 22:40:00,17.46,261.9
1121,ST002,V007,2025-04-10 17:37:00,2025-04-10 19:01:00,23.78,356.7
1122,ST003,V121,2025-04-02 10:16:00,2025-04-02 12:13:00,10.02,150.3
1123,ST001,V036,2025-04-03 20:56:00,2025-04-03 22:19:00,21.63,324.45
1124,ST002,V158,2025-04-04 13:24:00,2025-04-04 14:47:00,16.32,244.8
1125,ST003,V170,2025-04-05 18:44:00,2025-04-05 20:16:00,22.87,343.05
1126,ST003,V134,2025-04-05 05:56:00,2025-04-05 07:13:00,11.64,174.6
1127,ST005,V008,2025-04-03 20:20:00,2025-04-03 21:54:00,16.58,248.7
1128,ST004,V123,2025-04-10 16:15:00,2025-04-10 17:21:00,15.98,239.7
1129,ST003,V040,2025-04-05 06:39:00,2025-04-05 07:37:00,24.94,374.1
1130,ST003,V191,2025-04-05 05:13:00,2025-04-05 06:47:00,22.5,337.5
1131,ST002,V092,2025-04-03 07:44:00,2025-04-03 09:19:00,12.28,184.2
1132,ST005,V182,2025-04-03 04:51:00,2025-04-03 06:16:00,12.38,185.7
1133,ST003,V179,2025-04-01 12:32:00,2025-04-01 13:41:00,17.48,262.2
1134,ST005,V027,2025-04-03 03:16:00,2025-04-03 03:58:00,12.98,194.7
1135,ST003,V017,2025-04-02 12:34:00,2025-04-02 14:27:00,22.76,341.4
1136,ST001,V187,2025-04-09 10:07:00,2025-04-09 11:11:00,13.21,198.15
1137,ST005,V105,2025-04-08 12:41:00,2025-04-08 13:54:00,14.35,215.25
1138,ST002,V072,2025-04-07 22:41:00,2025-04-08 00:24:00,22.66,339.9
1139,ST004,V097,2025-04-06 01:40:00,2025-04-06 03:17:00,18.87,283.05
1140,ST003,V059,2025-04-09 15:59:00,2025-04-09 17:27:00,18.72,280.8
1141,ST002,V065,2025-04-01 10:50:00,2025-04-01 12:46:00,24.33,364.95
1142,ST003,V058,2025-04-01 07:48:00,2025-04-01 08:57:00,11.68,175.2
1143,ST003,V017,2025-04-08 18:59:00,2025-04-08 19:46:00,12.09,181.35
1144,ST003,V107,2025-04-09 11:44:00,2025-04-09 13:00:00,14.16,212.4
1145,ST001,V133,2025-04-06 12:39:00,2025-04-06 13:36:00,20.56,308.4
1146,ST002,V097,2025-04-05 15:30:00,2025-04-05 17:30:00,16.0,240.0
1147,ST003,V003,2025-04-01 22:25:00,2025-04-01 23:33:00,15.11,226.65
1148,ST001,V113,2025-04-07 07:30:00,2025-04-07 09:29:00,17.35,260.25
1149,ST002,V135,2025-04-07 17:56:00,2025-04-07 19:46:00,18.14,272.1
1150,ST004,V182,2025-04-02 11:24:00,2025-04-02 12:43:00,15.97,239.55
1151,ST005,V088,2025-04-03 12:23:00,2025-04-03 13:25:00,19.6,294.0
1152,ST001,V115,2025-04-09 12:26:00,2025-04-09 13:16:00,21.24,318.6
1153,ST004,V043,2025-04-08 16:11:00,2025-04-08 18:00:00,15.09,226.35
1154,ST001,V093,2025-04-03 03:09:00,2025-04-03 05:03:00,24.53,367.95
1155,ST003,V190,2025-04-01 09:35:00,2025-04-01 10:52:00,19.29,289.35
1156,ST002,V033,2025-04-03 09:48:00,2025-04-03 11:25:00,16.22,243.3
1157,ST002,V087,2025-04-10 16:23:00,2025-04-10 17:11:00,10.77,161.55
1158,ST002,V045,2025-04-01 16:57:00,2025-04-01 18:55:00,22.07,331.05
1159,ST001,V141,2025-04-07 00:06:00,2025-04-07 01:14:00,15.6,234.0
1160,ST003,V037,2025-04-03 16:06:00,2025-04-03 16:56:00,22.02,330.3
1161,ST004,V192,2025-04-03 07:34:00,2025-04-03 08:19:00,15.83,237.45
1162,ST005,V047,2025-04-09 12:15:00,2025-04-09 13:05:00,12.39,185.85
1163,ST001,V168,2025-04-05 21:10:00,2025-04-05 22:52:00,21.79,326.85
1164,ST004,V018,2025-04-09 00:04:00,2025-04-09 00:53:00,24.81,372.15
1165,ST005,V146,2025-04-04 14:17:00,2025-04-04 14:54:00,20.96,314.4
1166,ST004,V183,2025-04-05 00:45:00,2025-04-05 02:26:00,11.21,168.15
1167,ST004,V159,2025-04-07 19:56:00,2025-04-07 21:44:00,22.13,331.95
1168,ST002,V063,2025-04-06 05:40:00,2025-04-06 07:36:00,18.64,279.6
1169,ST003,V050,2025-04-01 16:12:00,2025-04-01 17:02:00,16.11,241.65
1170,ST003,V114,2025-04-09 23:45:00,2025-04-10 00:40:00,22.43,336.45
1171,ST004,V063,2025-04-06 18:08:00,2025-04-06 19:38:00,17.89,268.35
1172,ST001,V172,2025-04-10 01:56:00,2025-04-10 02:48:00,22.76,341.4
1173,ST004,V175,2025-04-04 06:32:00,2025-04-04 07:07:00,21.65,324.75
1174,ST002,V126,2025-04-10 17:46:00,2025-04-10 19:21:00,17.47,262.05
1175,ST002,V117,2025-04-08 23:27:00,2025-04-09 01:19:00,18.0,270.0
1176,ST003,V163,2025-04-04 22:51:00,2025-04-04 23:51:00,14.21,213.15
1177,ST003,V155,2025-04-06 16:47:00,2025-04-06 17:37:00,20.16,302.4
1178,ST001,V031,2025-04-10 11:18:00,2025-04-10 13:01:00,16.56,248.4
1179,ST001,V001,2025-04-01 03:44:00,2025-04-01 04:20:00,24.1,361.5
1180,ST002,V088,2025-04-10 03:08:00,2025-04-10 04:07:00,15.16,227.4
1181,ST002,V029,2025-04-07 06:16:00,2025-04-07 07:14:00,18.55,278.25
1182,ST005,V171,2025-04-10 03:10:00,2025-04-10 04:03:00,10.76,161.4
1183,ST004,V185,2025-04-05 22:54:00,2025-04-05 23:50:00,23.07,346.05
1184,ST002,V191,2025-04-08 14:35:00,2025-04-08 15:56:00,15.19,227.85
1185,ST003,V048,2025-04-04 08:22:00,2025-04-04 09:50:00,24.79,371.85
1186,ST005,V005,2025-04-01 18:02:00,2025-04-01 19:37:00,22.42,336.3
1187,ST004,V092,2025-04-06 01:09:00,2025-04-06 01:56:00,21.38,320.7
1188,ST004,V006,2025-04-03 15:35:00,2025-04-03 17:13:00,22.42,336.3
1189,ST005,V063,2025-04-06 16:47:00,2025-04-06 18:12:00,19.36,290.4
1190,ST002,V070,2025-04-05 14:22:00,2025-04-05 14:53:00,16.51,247.65
1191,ST002,V170,2025-04-04 21:41:00,2025-04-04 22:25:00,18.83,282.45
1192,ST002,V090,2025-04-01 01:54:00,2025-04-01 03:23:00,13.52,202.8
1193,ST001,V121,2025-04-09 08:29:00,2025-04-09 10:14:00,10.78,161.7
1194,ST001,V161,2025-04-06 04:44:00,2025-04-06 05:57:00,19.99,299.85
1195,ST004,V096,2025-04-08 13:49:00,2025-04-08 15:34:00,17.32,259.8
1196,ST004,V130,2025-04-10 09:12:00,2025-04-10 11:04:00,14.18,212.7
1197,ST004,V100,2025-04-01 20:33:00,2025-04-01 22:08:00,10.81,162.15
1198,ST003,V104,2025-04-07 09:21:00,2025-04-07 10:38:00,10.6,159.0
1199,ST005,V184,2025-04-05 00:05:00,2025-04-05 01:13:00,11.49,172.35
1200,ST003,V089,2025-04-01 04:11:00,2025-04-01 04:56:00,17.3,259.5
1201,ST002,V018,2025-04-06 13:10:00,2025-04-06 14:14:00,22.27,334.05
1202,ST005,V083,2025-04-03 09:55:00,2025-04-03 10:47:00,22.38,335.7
1203,ST003,V145,2025-04-03 11:46:00,2025-04-03 13:17:00,20.09,301.35
1204,ST004,V096,2025-04-03 04:16:00,2025-04-03 05:24:00,16.72,250.8
1205,ST004,V070,2025-04-06 07:55:00,2025-04-06 09:13:00,19.91,298.65
1206,ST003,V158,2025-04-09 21:16:00,2025-04-09 22:10:00,22.67,340.05
1207,ST001,V172,2025-04-05 04:05:00,2025-04-05 04:38:00,16.55,248.25
1208,ST002,V011,2025-04-04 01:48:00,2025-04-04 02:21:00,13.86,207.9
1209,ST005,V058,2025-04-10 05:33:00,2025-04-10 07:19:00,22.51,337.65
1210,ST003,V102,2025-04-10 01:52:00,2025-04-10 03:30:00,15.89,238.35
1211,ST001,V179,2025-04-05 04:48:00,2025-04-05 05:43:00,14.13,211.95
1212,ST001,V193,2025-04-02 00:33:00,2025-04-02 02:01:00,13.0,195.0
1213,ST005,V176,2025-04-07 22:51:00,2025-04-08 00:47:00,19.24,288.6
1214,ST002,V159,2025-04-02 08:14:00,2025-04-02 08:46:00,18.45,276.75
1215,ST004,V037,2025-04-04 21:14:00,2025-04-04 23:03:00,14.31,214.65
1216,ST005,V109,2025-04-07 14:11:00,2025-04-07 15:36:00,16.95,254.25
1217,ST001,V060,2025-04-04 06:08:00,2025-04-04 07:38:00,10.17,152.55
1218,ST005,V126,2025-04-04 08:37:00,2025-04-04 10:33:00,21.98,329.7
1219,ST005,V147,2025-04-10 01:11:00,2025-04-10 01:42:00,19.12,286.8
1220,ST003,V168,2025-04-02 13:16:00,2025-04-02 14:29:00,22.55,338.25
1221,ST001,V103,2025-04-04 04:39:00,2025-04-04 05:41:00,11.59,173.85
1222,ST004,V186,2025-04-06 08:36:00,2025-04-06 10:21:00,10.55,158.25
1223,ST001,V186,2025-04-08 14:07:00,2025-04-08 15:05:00,21.07,316.05
1224,ST003,V036,2025-04-10 17:37:00,2025-04-10 18:18:00,16.14,242.1
1225,ST004,V036,2025-04-10 16:49:00,2025-04-10 18:48:00,11.7,175.5
1226,ST001,V096,2025-04-02 17:52:00,2025-04-02 19:14:00,11.68,175.2
1227,ST001,V154,2025-04-06 20:21:00,2025-04-06 21:01:00,11.48,172.2
1228,ST001,V084,2025-04-04 23:34:00,2025-04-05 00:16:00,15.39,230.85
1229,ST002,V014,2025-04-06 16:54:00,2025-04-06 18:10:00,16.12,241.8
1230,ST005,V002,2025-04-08 06:45:00,2025-04-08 07:24:00,14.83,222.45
1231,ST004,V026,2025-04-10 05:37:00,2025-04-10 07:19:00,15.54,233.1
1232,ST005,V092,2025-04-06 13:44:00,2025-04-06 14:57:00,10.97,164.55
1233,ST004,V087,2025-04-10 01:15:00,2025-04-10 02:10:00,16.97,254.55
1234,ST004,V192,2025-04-08 14:19:00,2025-04-08 15:49:00,19.26,288.9
1235,ST001,V088,2025-04-09 01:14:00,2025-04-09 02:41:00,22.81,342.15
1236,ST001,V081,2025-04-03 03:28:00,2025-04-03 04:38:00,11.92,178.8
1237,ST005,V180,2025-04-04 11:07:00,2025-04-04 11:48:00,16.91,253.65
1238,ST001,V115,2025-04-05 06:22:00,2025-04-05 07:37:00,22.98,344.7
1239,ST003,V040,2025-04-01 06:14:00,2025-04-01 08:01:00,19.84,297.6
1240,ST003,V138,2025-04-06 22:58:00,2025-04-07 00:26:00,24.8,372.0
1241,ST003,V127,2025-04-03 12:27:00,2025-04-03 12:57:00,19.41,291.15
1242,ST004,V051,2025-04-09 16:09:00,2025-04-09 17:42:00,20.62,309.3
1243,ST004,V004,2025-04-02 17:22:00,2025-04-02 19:22:00,10.03,150.45
1244,ST003,V114,2025-04-07 02:19:00,2025-04-07 02:55:00,15.04,225.6
1245,ST005,V053,2025-04-06 17:54:00,2025-04-06 19:41:00,19.12,286.8
1246,ST002,V027,2025-04-10 20:26:00,2025-04-10 22:09:00,21.58,323.7
1247,ST002,V118,2025-04-08 10:51:00,2025-04-08 11:25:00,14.1,211.5
1248,ST004,V002,2025-04-02 19:56:00,2025-04-02 20:47:00,13.54,203.1
1249,ST003,V032,2025-04-04 10:45:00,2025-04-04 11:44:00,23.01,345.15
1250,ST005,V024,2025-04-10 01:57:00,2025-04-10 03:18:00,16.46,246.9
1251,ST004,V158,2025-04-05 02:01:00,2025-04-05 03:12:00,21.54,323.1
1252,ST001,V150,2025-04-06 08:13:00,2025-04-06 09:58:00,19.63,294.45
1253,ST001,V143,2025-04-05 10:06:00,2025-04-05 11:55:00,21.8,327.0
1254,ST002,V134,2025-04-03 00:37:00,2025-04-03 02:35:00,12.05,180.75
1255,ST001,V039,2025-04-09 01:09:00,2025-04-09 02:35:00,14.66,219.9
1256,ST001,V055,2025-04-05 20:57:00,2025-04-05 21:34:00,13.83,207.45
1257,ST001,V138,2025-04-08 12:18:00,2025-04-08 12:55:00,24.76,371.4
1258,ST003,V119,2025-04-02 04:51:00,2025-04-02 06:36:00,23.52,352.8
1259,ST003,V112,2025-04-04 21:06:00,2025-04-04 22:45:00,18.19,272.85
1260,ST002,V188,2025-04-10 19:00:00,2025-04-10 20:46:00,20.56,308.4
1261,ST003,V083,2025-04-02 23:24:00,2025-04-03 00:04:00,10.34,155.1
1262,ST001,V161,2025-04-02 14:20:00,2025-04-02 16:04:00,14.21,213.15
1263,ST005,V129,2025-04-03 11:40:00,2025-04-03 13:02:00,12.8,192.0
1264,ST003,V150,2025-04-08 15:20:00,2025-04-08 16:54:00,23.24,348.6
1265,ST004,V122,2025-04-06 03:35:00,2025-04-06 05:07:00,24.79,371.85
1266,ST004,V134,2025-04-06 21:25:00,2025-04-06 22:03:00,19.38,290.7
1267,ST002,V024,2025-04-04 05:43:00,2025-04-04 07:21:00,19.22,288.3
1268,ST004,V066,2025-04-10 16:54:00,2025-04-10 17:28:00,15.8,237.0
1269,ST004,V113,2025-04-02 14:22:00,2025-04-02 16:05:00,12.47,187.05
1270,ST001,V197,2025-04-09 21:18:00,2025-04-09 22:53:00,15.24,228.6
1271,ST002,V125,2025-04-02 07:10:00,2025-04-02 09:04:00,16.34,245.1
1272,ST004,V101,2025-04-09 11:31:00,2025-04-09 13:14:00,16.07,241.05
1273,ST001,V011,2025-04-08 15:57:00,2025-04-08 17:34:00,21.6,324.0
1274,ST005,V026,2025-04-01 02:52:00,2025-04-01 04:14:00,23.18,347.7
1275,ST003,V016,2025-04-07 05:01:00,2025-04-07 05:52:00,24.63,369.45
1276,ST005,V030,2025-04-06 11:38:00,2025-04-06 12:31:00,23.61,354.15
1277,ST004,V065,2025-04-01 20:23:00,2025-04-01 22:11:00,17.35,260.25
1278,ST005,V060,2025-04-03 23:06:00,2025-04-04 00:05:00,20.64,309.6
1279,ST004,V054,2025-04-01 21:47:00,2025-04-01 23:12:00,22.53,337.95
1280,ST001,V193,2025-04-01 02:46:00,2025-04-01 04:26:00,23.34,350.1
1281,ST001,V010,2025-04-08 18:44:00,2025-04-08 19:18:00,12.9,193.5
1282,ST001,V194,2025-04-05 10:14:00,2025-04-05 11:44:00,18.21,273.15
1283,ST005,V036,2025-04-07 06:25:00,2025-04-07 07:41:00,23.28,349.2
1284,ST002,V130,2025-04-09 23:28:00,2025-04-10 01:16:00,24.91,373.65
1285,ST003,V160,2025-04-05 04:48:00,2025-04-05 05:19:00,22.73,340.95
1286,ST001,V114,2025-04-02 02:20:00,2025-04-02 03:08:00,12.57,188.55
1287,ST001,V159,2025-04-05 06:41:00,2025-04-05 07:41:00,21.33,319.95
1288,ST002,V058,2025-04-01 07:58:00,2025-04-01 09:53:00,16.55,248.25
1289,ST003,V035,2025-04-02 06:08:00,2025-04-02 07:53:00,24.94,374.1
1290,ST005,V094,2025-04-04 04:00:00,2025-04-04 04:50:00,14.04,210.6
